Region,Year,Quarter,AACI
MB,2004,1,0.053589809
MB,2004,2,0.220047149
MB,2004,3,0.378625181
MB,2004,4,0.031181129
MB,2005,1,-0.728084064
MB,2005,2,0.038123531
MB,2005,3,0.341757524
MB,2005,4,0.302402355
MB,2006,1,0.621235205
MB,2006,2,-0.444838943
MB,2006,3,0.065182379
MB,2006,4,-0.503416449
MB,2007,1,0.094038063
MB,2007,2,0.532922783
MB,2007,3,0.232347484
MB,2007,4,0.31071164
MB,2008,1,0.445992999
MB,2008,2,-0.110396583
MB,2008,3,0.40218164
MB,2008,4,0.003130028
MB,2009,1,0.426496564
MB,2009,2,-0.134213086
MB,2009,3,0.43479619
MB,2009,4,0.237584278
MB,2010,1,0.511059822
MB,2010,2,0.622931827
MB,2010,3,0.302406631
MB,2010,4,-0.023164667
MB,2011,1,0.219391571
MB,2011,2,-0.299564241
MB,2011,3,0.490853023
MB,2011,4,0.481320988
MB,2012,1,0.314633132
MB,2012,2,-0.31940582
MB,2012,3,0.521527795
MB,2012,4,0.163316532
MB,2013,1,0.398242614
MB,2013,2,0.344846366
MB,2013,3,0.479866045
MB,2013,4,-0.102079984
MB,2014,1,0.233142454
MB,2014,2,0.333146022
MB,2014,3,0.358444509
MB,2014,4,0.528115244
MB,2015,1,0.623585343
MB,2015,2,-0.240041016
MB,2015,3,0.08641376
MB,2015,4,0.580100722
MB,2016,1,0.536143995
MB,2016,2,0.622931827
MB,2016,3,0.166166211
MB,2016,4,-0.090065486
MB,2017,1,0.177912255
MB,2017,2,0.528436384
MB,2017,3,-0.081026325
MB,2017,4,0.050610203
MB,2018,1,0.518542382
MB,2018,2,0.50816356
MB,2018,3,0.023761477
MB,2018,4,0.140026919
MB,2019,1,0.37856577
MB,2019,2,0.211916512
MB,2019,3,0.441106488
MB,2019,4,0.272962557
MB,2020,1,0.310920309
MB,2020,2,-0.160882143
MB,2020,3,-0.0496203
MB,2020,4,0.138829084
MB,2021,1,0.202669602
MB,2021,2,-0.013781563
MB,2021,3,0.463680228
MB,2021,4,-0.187888761
MN,1981,1,-0.759408843
MN,1981,2,-0.201730187
MN,1981,3,0.578052555
MN,1981,4,-0.669215615
MN,1982,1,-0.001072846
MN,1982,2,0.028536522
MN,1982,3,-0.349104072
MN,1982,4,-1.136089416
MN,1983,1,-0.01952544
MN,1983,2,-0.681320528
MN,1983,3,0.077893737
MN,1983,4,0.527464793
MN,1984,1,-0.115080726
MN,1984,2,-0.174907164
MN,1984,3,-1.37831103
MN,1984,4,0.057444515
MN,1985,1,0.026489687
MN,1985,2,0.017648873
MN,1985,3,0.281261276
MN,1985,4,-0.710939271
MN,1986,1,0.183192258
MN,1986,2,0.229720606
MN,1986,3,-0.383360984
MN,1986,4,-0.32455681
MN,1987,1,0.33607789
MN,1987,2,0.270337104
MN,1987,3,0.551342897
MN,1987,4,0.142760979
MN,1988,1,0.452397252
MN,1988,2,0.459835881
MN,1988,3,0.389655818
MN,1988,4,-0.146149668
MN,1989,1,-0.07401965
MN,1989,2,0.131850691
MN,1989,3,-0.26776637
MN,1989,4,-0.034263732
MN,1990,1,-0.636620523
MN,1990,2,-0.750856696
MN,1990,3,-0.388974271
MN,1990,4,0.14228342
MN,1991,1,-0.467942236
MN,1991,2,0.024739994
MN,1991,3,0.375975745
MN,1991,4,0.330279205
MN,1992,1,0.195215561
MN,1992,2,0.31377901
MN,1992,3,0.430907923
MN,1992,4,-0.029972894
MN,1993,1,-0.200628079
MN,1993,2,0.430990455
MN,1993,3,0.046384945
MN,1993,4,0.24278816
MN,1994,1,0.332223125
MN,1994,2,-1.32891008
MN,1994,3,-0.02137865
MN,1994,4,0.147071453
MN,1995,1,0.239917486
MN,1995,2,0.121743702
MN,1995,3,-0.543040031
MN,1995,4,-0.132191549
MN,1996,1,0.267525168
MN,1996,2,0.321917841
MN,1996,3,0.205656408
MN,1996,4,-0.348705645
MN,1997,1,-0.003277305
MN,1997,2,0.105640529
MN,1997,3,0.237951193
MN,1997,4,0.369032649
MN,1998,1,-0.139583393
MN,1998,2,0.049905612
MN,1998,3,0.109874825
MN,1998,4,0.392393513
MN,1999,1,0.040865397
MN,1999,2,-0.59347408
MN,1999,3,0.465270781
MN,1999,4,0.144539589
MN,2000,1,-0.080047129
MN,2000,2,-0.414482644
MN,2000,3,-1.404290477
MN,2000,4,-1.035328675
MN,2001,1,-0.661697518
MN,2001,2,-0.060682701
MN,2001,3,0.322544741
MN,2001,4,0.192672772
MN,2002,1,0.241803062
MN,2002,2,0.167858248
MN,2002,3,-0.01861118
MN,2002,4,0.547524832
MN,2003,1,0.249684008
MN,2003,2,0.166731912
MN,2003,3,0.380649438
MN,2003,4,0.310735375
MN,2004,1,0.249975553
MN,2004,2,-0.009103676
MN,2004,3,0.220974788
MN,2004,4,0.099599406
MN,2005,1,0.388164508
MN,2005,2,0.46342624
MN,2005,3,0.37623665
MN,2005,4,0.453255142
MN,2006,1,0.333341315
MN,2006,2,-0.234578331
MN,2006,3,0.179050973
MN,2006,4,0.337975366
MN,2007,1,0.095847561
MN,2007,2,0.280617764
MN,2007,3,-1.158481837
MN,2007,4,0.288291999
MN,2008,1,-0.026675276
MN,2008,2,0.139568393
MN,2008,3,-0.256648196
MN,2008,4,0.479196903
MN,2009,1,-0.452198914
MN,2009,2,0.381364222
MN,2009,3,0.560625435
MN,2009,4,0.195451187
MN,2010,1,-0.07401591
MN,2010,2,0.336114971
MN,2010,3,0.270102443
MN,2010,4,-0.874587834
MN,2011,1,0.008433629
MN,2011,2,-1.134968567
MN,2011,3,-0.756117462
MN,2011,4,-0.330478393
MN,2012,1,-0.0509525
MN,2012,2,-1.170816753
MN,2012,3,0.020169674
MN,2012,4,0.157692185
MN,2013,1,0.11066161
MN,2013,2,0.033781206
MN,2013,3,0.488500341
MN,2013,4,0.220745642
MN,2014,1,0.244384665
MN,2014,2,0.236745641
MN,2014,3,-0.398221137
MN,2014,4,0.504893247
MN,2015,1,-0.028293152
MN,2015,2,0.191402403
MN,2015,3,0.570283386
MN,2015,4,0.413206275
MN,2016,1,0.493393836
MN,2016,2,0.433128195
MN,2016,3,-0.096113166
MN,2016,4,0.364200163
MN,2017,1,0.564274702
MN,2017,2,0.025880084
MN,2017,3,0.446586516
MN,2017,4,0.029532286
MN,2018,1,-0.100046942
