Region,Year,Quarter,AACI
EN,2008,1,-0.402256197
EN,2008,2,0.617481564
EN,2008,3,-0.348126705
EN,2008,4,-0.766920586
EN,2009,1,1.403860674
EN,2009,2,-0.233501432
EN,2009,3,0.622573738
EN,2009,4,-0.608147817
EN,2010,1,-0.190365391
EN,2010,2,1.364686146
EN,2010,3,-0.137613356
EN,2010,4,-0.882391691
EN,2011,1,-0.150005237
EN,2011,2,-0.389169053
EN,2011,3,-0.348126705
EN,2011,4,1.325993184
EN,2012,1,-0.553606773
EN,2012,2,0.51370315
EN,2012,3,0.926648576
EN,2012,4,0.474393788
EN,2013,1,0.465487104
EN,2013,2,1.375063987
EN,2013,3,0.669354483
EN,2013,4,0.01250937
EN,2014,1,1.777192094
EN,2014,2,-1.094862269
EN,2014,3,1.546493438
EN,2014,4,-0.276168392
EN,2015,1,0.182966029
EN,2015,2,0.897683282
EN,2015,3,-1.236960847
EN,2015,4,0.950712094
EN,2016,1,-1.148919037
EN,2016,2,0.793904868
EN,2016,3,0.996819693
EN,2016,4,1.008447647
EN,2017,1,1.343320443
EN,2017,2,1.426953194
EN,2017,3,1.686835671
EN,2017,4,0.921844318
EN,2018,1,2.513764896
EN,2018,2,-0.73163782
EN,2018,3,0.084595179
EN,2018,4,1.975518148
EN,2019,1,0.324226567
EN,2019,2,-0.908061124
EN,2019,3,0.271718156
EN,2019,4,-0.189565063
EN,2020,1,-0.129825161
EN,2020,2,0.959950331
EN,2020,3,-0.207784473
EN,2020,4,0.373356571
EN,2021,1,-0.513246619
EN,2021,2,1.094862269
EN,2021,3,0.295108528
EN,2021,4,-0.045226183
ES,1981,1,-1.252546508
ES,1981,2,-0.438614287
ES,1981,3,-0.576002639
ES,1981,4,-0.065682759
ES,1982,1,-0.035591658
ES,1982,2,-1.516656908
ES,1982,3,-1.040980807
ES,1982,4,-1.451140922
ES,1983,1,-0.755000076
ES,1983,2,-0.691225392
ES,1983,3,-0.335107873
ES,1983,4,-0.05508334
ES,1984,1,-0.038041608
ES,1984,2,-0.456607673
ES,1984,3,0.015603538
ES,1984,4,0.336645594
ES,1985,1,-1.160783562
ES,1985,2,0.102120322
ES,1985,3,-1.022202378
ES,1985,4,-0.67537136
ES,1986,1,-1.388207085
ES,1986,2,-0.79046374
ES,1986,3,-0.497986645
ES,1986,4,-0.670447534
ES,1987,1,-0.542878569
ES,1987,2,-0.973985891
ES,1987,3,-0.227557494
ES,1987,4,-0.566052245
ES,1988,1,1.126556686
ES,1988,2,0.527710757
ES,1988,3,0.861189792
ES,1988,4,1.098280509
ES,1989,1,-0.139744052
ES,1989,2,1.181351282
ES,1989,3,-0.5999223
ES,1989,4,0.133868527
ES,1990,1,-1.574440444
ES,1990,2,0.058920149
ES,1990,3,0.861505209
ES,1990,4,-0.793763969
ES,1991,1,0.708177672
ES,1991,2,-0.111231505
ES,1991,3,-0.330314459
ES,1991,4,-0.75493611
ES,1992,1,0.148425619
ES,1992,2,-0.868342747
ES,1992,3,0.93633021
ES,1992,4,-0.072283192
ES,1993,1,0.135612178
ES,1993,2,-0.124361136
ES,1993,3,-0.538461542
ES,1993,4,-0.245771296
ES,1994,1,-0.412724626
ES,1994,2,-0.483843134
ES,1994,3,-1.233766337
ES,1994,4,-1.021305461
ES,1995,1,-0.754872657
ES,1995,2,-1.045039809
ES,1995,3,-0.209218756
ES,1995,4,-0.008756405
ES,1996,1,0.243368715
ES,1996,2,-1.056703335
ES,1996,3,0.195439543
ES,1996,4,-0.492805825
ES,1997,1,0.452416684
ES,1997,2,1.101683322
ES,1997,3,-0.259666034
ES,1997,4,-0.49324432
ES,1998,1,0.07429641
ES,1998,2,-0.182980322
ES,1998,3,-1.033718974
ES,1998,4,1.193245296
ES,1999,1,-0.356737359
ES,1999,2,0.144406057
ES,1999,3,0.367415188
ES,1999,4,0.445142245
ES,2000,1,0.045364902
ES,2000,2,0.124676245
ES,2000,3,0.447729775
ES,2000,4,0.099177341
ES,2001,1,1.93206617
ES,2001,2,0.669283932
ES,2001,3,0.478280529
ES,2001,4,0.684310882
