Region,Year,Quarter,AACI
ES,1998,3,0.165381847
ES,1998,4,0.348252554
ES,1999,1,-0.289663723
ES,1999,2,0.276532716
ES,1999,3,0.104809415
ES,1999,4,-0.676066768
ES,2000,1,-0.66881641
ES,2000,2,0.357996086
ES,2000,3,-0.525884538
ES,2000,4,-0.132695878
ES,2001,1,0.725467142
ES,2001,2,-0.285264303
ES,2001,3,-0.386868375
ES,2001,4,-0.555975784
ES,2002,1,0.569464459
ES,2002,2,0.591737375
ES,2002,3,0.493763736
ES,2002,4,1.07537304
ES,2003,1,-0.111115886
ES,2003,2,-0.02622484
ES,2003,3,-0.13687027
ES,2003,4,0.813061244
ES,2004,1,0.81311273
ES,2004,2,0.076804509
ES,2004,3,0.114943228
ES,2004,4,0.54170675
ES,2005,1,0.385339477
ES,2005,2,0.049766638
ES,2005,3,0.430672491
ES,2005,4,0.44152202
ES,2006,1,1.209123055
ES,2006,2,0.220913491
ES,2006,3,-0.447189331
ES,2006,4,1.028354533
ES,2007,1,-0.283923888
ES,2007,2,0.787375367
ES,2007,3,0.506914629
ES,2007,4,-0.447709289
ES,2008,1,-0.708846471
ES,2008,2,-0.608206088
ES,2008,3,-0.215963822
ES,2008,4,-0.187945204
ES,2009,1,-0.023042258
ES,2009,2,-0.511725085
ES,2009,3,0.995098326
ES,2009,4,0.97240563
ES,2010,1,0.384561022
ES,2010,2,0.151520624
ES,2010,3,-0.002361468
ES,2010,4,0.198087427
ES,2011,1,1.755665764
ES,2011,2,-0.244041426
ES,2011,3,-0.365326717
ES,2011,4,-0.060184427
ES,2012,1,-0.453323381
ES,2012,2,-0.410968858
ES,2012,3,-0.060926242
ES,2012,4,0.253502778
ES,2013,1,0.731708953
ES,2013,2,-0.077269923
ES,2013,3,0.465226089
ES,2013,4,1.420341942
ES,2014,1,-0.183901451
ES,2014,2,1.344970763
ES,2014,3,-0.083542946
ES,2014,4,1.412091463
ES,2015,1,-0.577033464
ES,2015,2,0.965983158
ES,2015,3,-0.310242369
ES,2015,4,0.660861503
ES,2016,1,-0.01335556
ES,2016,2,1.483645508
ES,2016,3,2.274755635
ES,2016,4,0.096565571
ES,2017,1,4.536727481
ES,2017,2,1.929508108
ES,2017,3,0.579485546
ES,2017,4,1.292613191
ES,2018,1,2.021371316
ES,2018,2,2.175367555
ES,2018,3,0.530373565
ES,2018,4,0.676389113
ES,2019,1,1.37360667
ES,2019,2,2.437032331
ES,2019,3,0.110305729
ES,2019,4,0.625007654
ES,2020,1,2.780005226
ES,2020,2,0.234103748
ES,2020,3,-0.424543149
ES,2020,4,1.095149028
ES,2021,1,-0.524274765
ES,2021,2,-0.538989454
ES,2021,3,0.734628977
ES,2021,4,-0.040453156
MB,1981,1,0.556265627
